OBJECTID,LM_ID,LM_NAME,CATEGORY,LM_TYPE,SDA_CAT,STR_ADDR,UNIT,MUN,PR,POSTAL,PHONE,WEBSITE,Type,ExtDay,WARDNUM,ROPADRID,x,y
300,CC-OTH-182,Mini Skool - Clubhouse (106A),Social Services,Child Care (Other),Child Care Centre,723 Balmoral Dr,,Brampton,ON,L6T 1X5,905-793-2230,https://peelchildcare.cioc.ca/record/CDR1454,Community-Based Non-Profit Centre,No,7,176118,-8871442.969,5422032.625
301,CC-OTH-182,Mini Skool - Clubhouse (106B),Social Services,Child Care (Other),Child Care Centre,420 Balmoral Dr,,Brampton,ON,L6T 1V9,905-792-2230,https://peelchildcare.cioc.ca/record/CDR0893,Community-Based Non-Profit Centre,No,7,191306,-8873127.973,5421276.81
302,CC-OTH-082,Mississauga Children Montessori - Crosscurrent Campus,Social Services,Child Care (Other),Child Care Centre,2980 Crosscurrent Dr,1 2,Mississauga,ON,L5C 7C7,905-785-0144,https://peelchildcare.cioc.ca/record/CDR0560,Community-Based For-Profit Centre,No,9,,-8880969.699,5402918.768
303,CC-OTH-074,Mississauga Civic Centre Workplace Day Care,Social Services,Child Care (Other),Child Care Centre,300 City Centre Dr,,Mississauga,ON,L5B 3C1,905-896-5633,https://peelchildcare.cioc.ca/record/CDR0451,Community-Based Non-Profit Centre,No,4,,-8866006.682,5401987.259
304,CC-OTH-360,Mississauga East ATCD,Social Services,Child Care (Other),Child Care Centre,977 Panterra Dr,,Mississauga,ON,L4W2T4,905-624-0033,https://peel.cioc.ca/record/CDR1784?Number=0,Community-Based For-Profit Centre,No,5,22637,-8865375.812,5408495.225
305,CC-YMC-066,Mississauga Ridgeway (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3595 Ridgeway Dr,,Mississauga,ON,L5L 5T4,905-607-0518,https://peelchildcare.cioc.ca/record/CDR0470,Community-Based Non-Profit Centre,No,8,281962,-8872855.674,5392133.769
306,CC-YMC-073,Mississauga Valley (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1275 Mississauga Valley Blvd,,Mississauga,ON,L5A 3R8,905-276-5038,https://peelchildcare.cioc.ca/record/CDR0481,Community-Based Non-Profit Centre,No,4,,-8863669.412,5403350.321
307,CC-YMC-012,Mississauga YMCA,Social Services,Child Care (YMCA),Child Care Centre,325 Burnhamthorpe Rd W,,Mississauga,ON,L5B 3R2,905-897-6801 ext 440,https://peelchildcare.cioc.ca/record/CDR0452,Community-Based Non-Profit Centre,No,4,2489,-8865962.61,5401728.697
308,CC-OTH-287,Montessori Leaders Casa,Social Services,Child Care (Other),Child Care Centre,20 Red Maple Dr,1,Brampton,ON,L6X 4N7,905-455-7758,https://peelchildcare.cioc.ca/record/CDR0986,Community-Based For-Profit Centre,No,5,53666,-8882353.575,5417996.974
309,CC-OTH-340,Montessori in the Woods Inc.,Social Services,Child Care (Other),Child Care Centre,1261 North Sheridan Way,,Mississauga,ON,L5H 2A3,416-887-9096,https://peelchildcare.cioc.ca/record/CDR1618,Community-Based For-Profit Centre,No,8,230689,-8864405.078,5394706.487
310,CC-OTH-263,MontessoriWorks - The School for Me,Social Services,Child Care (Other),Child Care Centre,3050 Artesian Dr ,1 2 3,Mississauga,ON,L5M 7P5,905-569-1000,https://peelchildcare.cioc.ca/record/CDR0550,Community-Based For-Profit Centre,No,8,278397,-8873855.952,5395398.473
311,CC-YMC-065,Morningstar (YMCA),Social Services,Child Care (YMCA),Child Care Centre,3500 Morning Star Dr,,Mississauga,ON,L4T 1Y2,905-677-8929,https://peelchildcare.cioc.ca/record/CDR0590,Community-Based Non-Profit Centre,No,5,63864,-8865457.448,5422688.887
312,CC-PLP-108,Morton Way (PLASP),Social Services,Child Care (PLASP),Child Care Centre,200 Morton Way,,Brampton,ON,L6Y 2P8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0760,School-Based Centre,Yes,4,252624,-8877845.208,5412404.784
313,CC-OTH-330,Mount Pleasant Montessori,Social Services,Child Care (Other),Child Care Centre,15 Ashby Field,4-Jan,Brampton,ON,L6X 3B7,905-452-8884,https://peelchildcare.cioc.ca/record/CDR1322,Community-Based For-Profit Centre,No,5,400187,-8885690.131,5414914.921
314,CC-PLP-187,Mount Pleasant Village (PLASP),Social Services,Child Care (PLASP),Child Care Centre,100 Commuter Dr,,Brampton,ON,L7A 0P7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1013,School-Based Centre,Yes,6,337866,-8885968.743,5415593.674
315,CC-PLP-188,Mount Royal (PLASP),Social Services,Child Care (PLASP),Child Care Centre,65 Mount Royal Cir,,Brampton,ON,L6P 2K4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0793,School-Based Centre,No,10,291700,-8877565.602,5433033.803
316,CC-FDC-030,Mountain Ash (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,280 Mountainash Rd,,Brampton,ON,L6R 3G2,905-793-7595,https://peelchildcare.cioc.ca/record/CDR0794,School-Based Centre,Yes,10,236805,-8877112.59,5430230.736
317,CC-PLP-230,Munden Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,515 Tedwyn Dr,,Mississauga,ON,L5A 1J8,905-279-9251,https://peelchildcare.cioc.ca/record/CDR1368?Number=285,School-Based Centre,Yes,7,112902,-8860193.424,5401177.467
318,CC-OTH-345,My First Montessori School Inc.,Social Services,Child Care (Other),Child Care Centre,11210 Creditview Rd,C,Brampton,ON,L7A 4X3,416-834-6540,https://peelchildcare.cioc.ca/record/CDR1619,Community-Based For-Profit Centre,No,6,444807,-8888718.691,5418742.196
319,CC-FDC-004,Nahani Way (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,235 Nahani Way,,Mississauga,ON,L4Z 3J6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0507,School-Based Centre,Yes,5,,-8866696.869,5406022.816
320,CC-FDC-031,Nelson Mandela (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,10125 Chinguacousy Rd,,Brampton,ON,L7A 3Z6,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1362,School-Based Centre,Yes,6,400220,-8884790.829,5417797.42
321,CC-OTH-349,Nestlings Early Learning & Childcare,Social Services,Child Care (Other),Child Care Centre,17 Dean St,,Brampton,ON,L6W 1M7,647-302-8553,https://peelchildcare.cioc.ca/record/CDR1712,Community-Based For-Profit Centre,No,3,46608,-8876405.063,5416943.325
322,CC-OTH-081,New Playland Nursery,Social Services,Child Care (Other),Child Care Centre,28 Elm Dr W,,Mississauga,ON,L5B 1L9,905-276-8802,https://peelchildcare.cioc.ca/record/CDR0454,Community-Based For-Profit Centre,No,7,289794,-8864566.033,5402200.949
323,CC-OTH-143,New Steps 2 - Brampton (St. Augustine),Social Services,Child Care (Other),Child Care Centre,27 Drinkwater Rd,,Brampton,ON,L6Y 4T6,905-451-4140,https://peelchildcare.cioc.ca/record/CDR0412,School-Based Centre,No,4,298901,-8879383.71,5412685.951
324,CC-OTH-041,Northridge Montessori School,Social Services,Child Care (Other),Child Care Centre,2185 Stavebank Rd,,Mississauga,ON,L5C 1T3,905-281-0840,https://peelchildcare.cioc.ca/record/CDR0044,Community-Based For-Profit Centre,No,7,396700,-8862877.081,5397917.963
325,CC-OTH-264,Northstar Montessori,Social Services,Child Care (Other),Child Care Centre,4900 Tomken Rd,,Mississauga,ON,L4W 1J8,905-890-7827,https://peelchildcare.cioc.ca/record/CDR0514,Community-Based For-Profit Centre,No,3,233771,-8864527.581,5407530.555
326,CC-PLP-116,Northwood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,70 Gretna Dr,,Brampton,ON,L6X 2E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0761,School-Based Centre,Yes,5,215113,-8880522.287,5415266.271
327,CC-OTH-011,Olive Grove Preschool and Childcare,Social Services,Child Care (Other),Child Care Centre,2300 Speakman Dr,,Mississauga,ON,L5K 1B4,905-855-8557,https://peelchildcare.cioc.ca/record/CDR0495,Community-Based Non-Profit Centre,No,2,,-8867473.138,5391471.963
328,CC-OTH-316,Open Book Daycare Centres Inc.,Social Services,Child Care (Other),Child Care Centre,725 Balmoral Dr,,Brampton,ON,L6T 1X6,647-242-6076,https://peelchildcare.cioc.ca/record/CDR1423,Community-Based For-Profit Centre,No,7,75392,-8871261.701,5421974.745
329,CC-PLP-189,Oscar Peterson (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5120 Perennial Dr,,Mississauga,ON,L5M 7T9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0720,School-Based Centre,Yes,10,312501,-8875176.679,5395309.249
330,CC-PLP-030,Osprey Woods (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6135 Lisgar Dr,,Mississauga,ON,L5N 7V2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0731,School-Based Centre,Yes,10,275452,-8879231.039,5397987.255
331,CC-PLP-122,Our Lady of Fatima (PLASP),Social Services,Child Care (PLASP),Child Care Centre,39 Sunset Blvd,,Brampton,ON,L6X 1X1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0765,School-Based Centre,No,1,162251,-8880832.928,5417328.619
332,CC-YMC-013,Our Lady of Good Voyage (YMCA),Social Services,Child Care (YMCA),Child Care Centre,5850 River Grove Ave,,Mississauga,ON,L5M 4W2,905-858-0052,https://peelchildcare.cioc.ca/record/CDR0508,School-Based Centre,Yes,6,10279,-8873426.783,5402471.533
333,CC-YMC-040,Our Lady of Lourdes (YMCA),Social Services,Child Care (YMCA),Child Care Centre,25 Mount Royal Cir,,Brampton,ON,L6P 1Y7,647-963-9716,https://peelchildcare.cioc.ca/record/CDR1027,School-Based Centre,Yes,10,289833,-8877448.618,5433241.708
334,CC-PLP-039,Our Lady of Mercy (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5820 Glen Erin Dr,,Mississauga,ON,L5N 5J9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0700,School-Based Centre,Yes,9,275096,-8875879.279,5399071.18
335,CC-YMC-016,Our Lady of Peace (YMCA),Social Services,Child Care (YMCA),Child Care Centre,15 Fincham Ave,,Brampton,ON,L6X 3V2,905-455-6445,https://peelchildcare.cioc.ca/record/CDR0419,School-Based Centre,Yes,5,,-8881655.591,5415155.019
336,CC-FDC-022,Our Lady of Providence (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,35 Black Oak Dr,,Brampton,ON,L6R 1B9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0386,School-Based Centre,Yes,9,308240,-8878865.9,5425922.171
337,CC-PLP-190,Owenwood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,930 Owenwood Dr,,Mississauga,ON,L5H 3J2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0663,School-Based Centre,Yes,2,43149,-8862136.918,5392349.844
338,CC-YMC-025,Palgrave (YMCA),Social Services,Child Care (YMCA),Child Care Centre,8962 Patterson Side Rd,,Caledon,ON,L0N 1P0,905-857-3531,https://peelchildcare.cioc.ca/record/CDR0602,School-Based Centre,Yes,4,323108,-8886892.794,5457106.915
339,CC-PLP-117,Parkway (PLASP),Social Services,Child Care (PLASP),Child Care Centre,24 Duncan Bull Dr,,Brampton,ON,L6W 1H4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0763,School-Based Centre,Yes,3,139628,-8876462.222,5415541.644
340,CC-OTH-190,Pathway Childcare Centre Inc.,Social Services,Child Care (Other),Child Care Centre,25 Ruth Ave,,Brampton,ON,L6Z 3X3,905-846-3939,https://peelchildcare.cioc.ca/record/CDR0420,Community-Based Non-Profit Centre,No,2,186405,-8881923.975,5422550.275
341,CC-PLP-106b,Pauline Vanier (PLASP),Social Services,Child Care (PLASP),Child Care Centre,56 Oaklea Blvd,,Brampton,ON,L4Z 3E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0436,School-Based Centre,Yes,4,275543,-8875987.679,5410921.022
342,CC-PLP-106a,Pauline Vanier Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,56 Oaklea Blvd,,Brampton,ON,L4Z 3E9,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0929,School-Based Centre,No,4,,-8876016.512,5410946.201
343,CC-OTH-309,Peel Montessori School,Social Services,Child Care (Other),Child Care Centre,964 Meadow Wood Road,,Mississauga,ON,L5J 2S6,905-823-6522,https://peelchildcare.cioc.ca/record/CDR0093,Community-Based For-Profit Centre,No,2,152238,-8863343.472,5391163.021
344,CC-FDC-005,Philip Pocock (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,4555 Tomken Rd,,Mississauga,ON,L4W 1J9,416-922-3434,https://peelchildcare.cioc.ca/record/CDR0442,School-Based Centre,No,3,289375,-8863945.901,5407604.307
345,CC-OTH-285,Philopateer Christian College,Social Services,Child Care (Other),Child Care Centre,6341 Mississauga Rd,,Mississauga,ON,L5N 1A5,905-814-5181,https://peelchildcare.cioc.ca/record/CDR1320,Community-Based Non-Profit Centre,No,11,11473,-8875437.778,5402999.283
346,CC-OTH-346,Play Time Playground,Social Services,Child Care (Other),Child Care Centre,20 Simona Dr,3 & 4,Caledon,ON,L7E 4K1,905-951-2727,https://peelchildcare.cioc.ca/record/CDR1704?Number=411,Community-Based For-Profit Centre,No,5,427023,-8872834.861,5442928.519
347,CC-OTH-352,Playdays Childcare Centre,Social Services,Child Care (Other),Child Care Centre,2255 Dundas St W,101B,Mississauga,ON,L5K 1R6,416-888-8847,https://peelchildcare.cioc.ca/record/CDR1720,Community-Based For-Profit Centre,No,8,127045,-8868977.789,5393476.489
348,CC-PLP-058,Plowman's Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5940 Montevideo Rd,,Mississauga,ON,L5N 3J5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0725,School-Based Centre,Yes,9,111690,-8877494.947,5400956.639
349,CC-PLP-055b,Plum Tree Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6855 Tenth Line W,,Mississauga,ON,L5N 5R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0726,School-Based Centre,Yes,9,316831,-8880094.22,5400815.227
350,CC-PLP-055a,Plum Tree Park Early Learning Centre (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6855 Tenth Line W,,Mississauga,ON,L5N 5R2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0530,School-Based Centre,No,9,,-8880102.422,5400877.585
351,CC-OTH-109,Preschool Petit Bateau (Rene Lamoureux),Social Services,Child Care (French),Child Care Centre,385 Meadows Blvd,,Mississauga,ON,L5N 1R3,905-279-1414,https://peelchildcare.cioc.ca/record/CDR0533,School-Based Centre,Yes,4,,-8864327.85,5404707.164
352,CC-PLP-131,Preschool Petit Bateau - Brampton (Sainte Jeanne d'Arc),Social Services,Child Care (French),Child Care Centre,25 Laurelcrest St,,Brampton,ON,L6S 4C4,905-455-3338,https://peelchildcare.cioc.ca/record/CDR0326,School-Based Centre,Yes,7,,-8876231.455,5420763.151
353,CC-OTH-107,Preschool Petit Bateau - Mississauga (Ange Gabriel),Social Services,Child Care (French),Child Care Centre,1830 Meadowvale Blvd,,Mississauga,ON,L5N 7H5,905-285-0257,https://peelchildcare.cioc.ca/record/CDR0337,School-Based Centre,Yes,11,,-8877665.163,5405953.93
354,CC-OTH-318,Preschool Petit Bateau Brampton-Caledon (Saint-Jean-Bosco),Social Services,Child Care (French),Child Care Centre,55 Abbotside Way,,Caledon,ON,L7C 4C3,905-495-2665,https://peelchildcare.cioc.ca/record/CDR1430,School-Based Centre,Yes,2,,-8885350.53,5426970.421
355,CC-OTH-033,Prince Edward Montessori School,Social Services,Child Care (Other),Child Care Centre,12 Peter St S,,Mississauga,ON,L5H 0A1,905-891-6912,https://peelchildcare.cioc.ca/record/CDR0575,Community-Based For-Profit Centre,No,1,342754,-8859747.421,5395771.439
356,CC-PLP-249,Pte. Buckam Singh Public School,Social Services,Child Care (PLASP),Child Care Centre,100 Martin Byrne Dr,,Brampton,ON,L6P0H7,,https://peel.cioc.ca/record/CDR1767?Number=0,School-Based Centre,No,10,423403,-8875351.31,5436625.061
357,CC-OTH-319,Puddle Jumpers Preschool Inc.,Social Services,Child Care (Other),Child Care Centre,12570 Kennedy Rd,5,Caledon,ON,L7C 3N5,416-564-1843,https://peelchildcare.cioc.ca/record/CDR1431,Community-Based For-Profit Centre,No,2,406075,-8886661.186,5427694.347
358,CC-PLP-114,Queen Street (PLASP),Social Services,Child Care (PLASP),Child Care Centre,20 Academic Dr,,Brampton,ON,L6Y 2C7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0833,School-Based Centre,Yes,4,390697,-8880235.292,5414616.222
359,CC-YMC-041,Queen of Heaven (YMCA),Social Services,Child Care (YMCA),Child Care Centre,1198 Alexandra Ave,,Mississauga,ON,L5E 2A5,647-299-5014,https://peelchildcare.cioc.ca/record/CDR0833,School-Based Centre,Yes,1,232881,-8857336.477,5400401.874
360,CC-PLP-031,Queenston Drive (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3520 Queenston Dr,,Mississauga,ON,L5C 2G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0653,School-Based Centre,Yes,6,130299,-8867950.608,5397867.256
361,CC-OTH-228,Rainbow Academy Learning and Child Care,Social Services,Child Care (Other),Child Care Centre,18 King St E,N1 2 4,Caledon,ON,L7E 1E8,905-857-3544,https://peelchildcare.cioc.ca/record/CAL0018,Community-Based For-Profit Centre,No,5,398504,-8876310.067,5446855.899
362,CC-OTH-267,Rainbow Academy Preschool House,Social Services,Child Care (Other),Child Care Centre,18 King St E,O1,Caledon,ON,L7E 1E8,905-857-3544,https://peelchildcare.cioc.ca/record/CAL0018,Community-Based For-Profit Centre,No,5,400163,-8876329.882,5446857.443
363,CC-OTH-187,Rainbow Village Day Care,Social Services,Child Care (Other),Child Care Centre,7314 Goreway Dr,,Mississauga,ON,L4T 2V1,905-677-3070,https://peelchildcare.cioc.ca/record/CDR0592,Community-Based For-Profit Centre,No,5,16184,-8865526.386,5422105.312
364,CC-FDC-014,Ray Lawson (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,725 Ray Lawson Blvd,,Brampton,ON,L6Y 0T8,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1131,School-Based Centre,Yes,4,391662,-8877285.842,5410243.047
365,CC-PLP-192,Ray Underhill (PLASP),Social Services,Child Care (PLASP),Child Care Centre,32 Suburban Dr,,Mississauga,ON,L5N 1G6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0722,School-Based Centre,Yes,11,8317,-8874657.542,5402769.382
366,CC-PLP-212,Red Willow (PLASP),Social Services,Child Care (PLASP),Child Care Centre,80 Redwillow Rd,,Brampton,ON,L6P 2B1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0795,School-Based Centre,Yes,8,265688,-8872309.381,5430448.009
367,CC-PLP-113,Ridgeview (PLASP),Social Services,Child Care (PLASP),Child Care Centre,25 Brenda Ave,,Brampton,ON,L6Y 2A1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0766,School-Based Centre,Yes,3,145787,-8878434.708,5414903.487
368,CC-PLP-136,Ridgewood (PLASP),Social Services,Child Care (PLASP),Child Care Centre,7207 Cambrett Dr,,Mississauga,ON,L4T 2R3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1039,School-Based Centre,Yes,5,22523,-8865551.17,5421473.061
369,CC-PLP-022,Riverside (PLASP),Social Services,Child Care (PLASP),Child Care Centre,30 John St N,,Mississauga,ON,L5H 2E8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0841,School-Based Centre,Yes,1,44802,-8859941.109,5396099.627
370,CC-PLP-213,Roberta Bondar (PLASP),Social Services,Child Care (PLASP),Child Care Centre,30 Pantomine Blvd,,Brampton,ON,L6Y 5N2,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0781,School-Based Centre,Yes,6,280013,-8878298.498,5410037.96
371,CC-OTH-283,Rocket Academy & Early Learning Centre,Social Services,Child Care (Other),Child Care Centre,3088 Mayfield Rd,9,Brampton,ON,L6Z 0E3,905-846-7311,https://peelchildcare.cioc.ca/record/CDR0433,Community-Based For-Profit Centre,No,2,298233,-8885832.288,5424744.736
372,CC-OTH-296,Ross Drive (Caring for Kids),Social Services,Child Care (Other),Child Care Centre,40 Ross Dr,,Brampton,ON,L6R 0W2,905-274-4362,https://peelchildcare.cioc.ca/record/CDR0124,School-Based Centre,Yes,9,,-8881547.529,5427002.626
373,CC-PLP-214,Rowntree (PLASP),Social Services,Child Care (PLASP),Child Care Centre,254 Queen Mary Dr,,Brampton,ON,L7A 3L6,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0780,School-Based Centre,Yes,6,227169,-8885430.488,5420164.01
374,CC-OTH-303,Royal Academy Montessori Preschool,Social Services,Child Care (Other),Child Care Centre,965 Bovaird Dr W,5 6 7,Brampton,ON,L6X 5K7,416-200-7264,https://peelchildcare.cioc.ca/record/CDR1394,Community-Based For-Profit Centre,No,5,403799,-8884099.948,5417114.623
375,CC-OTH-054,Royal Montessori School,Social Services,Child Care (Other),Child Care Centre,2500 Mimosa Row,,Mississauga,ON,L5B 1P7,905-275-5887,https://peelchildcare.cioc.ca/record/CDR0484,Community-Based For-Profit Centre,No,7,126231,-8862646.431,5400158.549
376,CC-OTH-001,Royal Windsor Montessori and Daycare,Social Services,Child Care (Other),Child Care Centre,2157 Royal Windsor Dr,,Mississauga,ON,L5J 1K5,905-822-7575,https://peelchildcare.cioc.ca/record/CDR0574,Community-Based For-Profit Centre,No,2,,-8864775.893,5389808.941
377,CC-YMC-019,Russell Barber (YMCA),Social Services,Child Care (YMCA),Child Care Centre,255 North Park Dr,,Brampton,ON,L6S 6A5,905-457-1383,https://peelchildcare.cioc.ca/record/CDR0389,School-Based Centre,Yes,7,,-8877849.486,5422804.836
378,CC-FDC-027,Sacred Heart (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,24 Kerwood Pl,,Brampton,ON,L6Z 1Y1,416-922-3434,https://peelchildcare.cioc.ca/record/CDR1037,School-Based Centre,Yes,2,290792,-8883149.395,5424279.059
379,CC-OTH-110,Sadochok Ukrainian Nursery School Mississauga,Social Services,Child Care (Other),Child Care Centre,3625 Cawthra Rd,,Mississauga,ON,L5A 2Y4,905-276-4815,https://peelchildcare.cioc.ca/record/CDR0443,Community-Based For-Profit Centre,No,3,26633,-8862862.178,5404802.601
380,CC-OTH-022,Salvation Army - Erin Mills,Social Services,Child Care (Other),Child Care Centre,2460 The Collegeway,,Mississauga,ON,L5L 1V3,905-820-6500,https://peelchildcare.cioc.ca/record/CDR0477,Community-Based Non-Profit Centre,No,8,,-8870579.148,5393906.773
381,CC-OTH-102,Salvation Army - Mississauga Temple,Social Services,Child Care (Other),Child Care Centre,3173 Cawthra Rd,,Mississauga,ON,L5A 2X4,905-275-8430,https://peelchildcare.cioc.ca/record/CDR0455,Community-Based Non-Profit Centre,No,3,257266,-8861494.956,5403525.841
382,CC-OTH-268,Salvation Army - Noah's Ark,Social Services,Child Care (Other),Child Care Centre,9395 Bramalea Rd,,Brampton,ON,L6S 4B7,905-793-5610,https://peelchildcare.cioc.ca/record/CDR0385,Community-Based Non-Profit Centre,No,8,,-8875291.887,5424282.58
383,CC-PLP-095,San Lorenzo Ruiz (PLASP),Social Services,Child Care (PLASP),Child Care Centre,100 Barondale Dr,,Mississauga,ON,L4Z 3R1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0710,School-Based Centre,Yes,5,240542,-8868121.07,5406517.364
384,CC-PLP-021,Sawmill Valley (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3625 Sawmill Valley Dr,,Mississauga,ON,L5L 2Z5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0654,School-Based Centre,Yes,8,26897,-8869925.384,5396318.213
385,CC-PLP-048,Settler's Green (PLASP),Social Services,Child Care (PLASP),Child Care Centre,5800 Montevideo Rd,,Mississauga,ON,L5N 2S1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0727,School-Based Centre,Yes,9,17302,-8877813.151,5400408.128
386,CC-PLP-064,Shelter Bay (PLASP),Social Services,Child Care (PLASP),Child Care Centre,6735 Shelter Bay Rd,,Mississauga,ON,L5N 2C5,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0728,School-Based Centre,Yes,9,8849,-8879179.542,5401752.246
387,CC-OTH-270,Shepherd Montessori Private Catholic School,Social Services,Child Care (Other),Child Care Centre,2246 Camilla Rd,,Mississauga,ON,L5A 2J6,905-270-0011,https://peelchildcare.cioc.ca/record/CDR0490,Community-Based For-Profit Centre,No,7,46928,-8861285.772,5400125.777
388,CC-PLP-008,Sheridan Park (PLASP),Social Services,Child Care (PLASP),Child Care Centre,2280 Perran Dr,,Mississauga,ON,L5K 1M1,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0655,School-Based Centre,Yes,2,219537,-8868370.479,5393001.752
389,CC-PLP-061,Sherwood Mills (PLASP),Social Services,Child Care (PLASP),Child Care Centre,1385 Sherwood Mills Blvd,,Mississauga,ON,L5V 2B8,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0712,School-Based Centre,Yes,6,296618,-8870489.108,5401106.509
390,CC-OTH-271,Shining Stars Montessori School,Social Services,Child Care (Other),Child Care Centre,811 Bovaird Dr W,16,Brampton,ON,L6X 0T9,905-454-2273,https://peelchildcare.cioc.ca/record/CDR0401,Community-Based For-Profit Centre,No,5,335283,-8883824.848,5417252.988
391,CC-PLP-074,Silver Creek (PLASP),Social Services,Child Care (PLASP),Child Care Centre,460 Silver Creek Blvd,,Mississauga,ON,L5A 2B3,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0920,School-Based Centre,Yes,4,85535,-8862137.858,5402682.498
392,CC-PLP-089,Silverthorn (PLASP),Social Services,Child Care (PLASP),Child Care Centre,3535 Cedar Creek Dr,,Mississauga,ON,L4Y 2Y4,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0692,School-Based Centre,Yes,3,22765,-8862395.106,5404795.878
393,CC-OTH-277,Simply Smart Child Care,Social Services,Child Care (Other),Child Care Centre,6745 Century Ave,,Mississauga,ON,L5N 8C9,905-593-6780,https://peelchildcare.cioc.ca/record/CDR1053,Community-Based For-Profit Centre,No,9,8787,-8877188.42,5404214.015
394,CC-OTH-338,Simply Smart Child Care - Brampton,Social Services,Child Care (Other),Child Care Centre,25 Montpelier St,,Brampton,ON,L6Y 6B6,905-593-6780,https://peelchildcare.cioc.ca/record/CDR1620,Community-Based For-Profit Centre,No,6,449951,-8881644.262,5408816.613
395,CC-FDC-026,Sir Isaac Brock (Family Day Care),Social Services,Child Care (Family Day),Child Care Centre,45 Meltwater Cres,,Brampton,ON,L6P 2V7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR1292,School-Based Centre,Yes,10,307748,-8869438.296,5433819.563
396,CC-YMC-044,Sir Winston Churchill (YMCA),Social Services,Child Care (YMCA),Child Care Centre,89 Ardglen Dr,,Brampton,ON,L6W 1V1,905-943-9622 ext 750,https://peelchildcare.cioc.ca/record/CDR1093,School-Based Centre,Yes,3,158392,-8877596.656,5417444.408
397,CC-OTH-137,Small Wunders Child Care,Social Services,Child Care (Other),Child Care Centre,1150 Eglinton Ave E,,Mississauga,ON,L4W 2M6,905-290-0547,https://peelchildcare.cioc.ca/record/CDR0512,Community-Based For-Profit Centre,No,3,,-8863864.902,5408437.163
398,CC-PLP-149,Somerset Drive (PLASP),Social Services,Child Care (PLASP),Child Care Centre,50 Somerset Dr,,Brampton,ON,L6Z 1C7,905-890-1711,https://peelchildcare.cioc.ca/record/CDR0768,School-Based Centre,Yes,2,266296,-8883664.136,5423591.05
